,SettlementPoints,Year,Month,Average Price
507,LZ_NORTH,2018,04,24.366888888888887
508,LZ_NORTH,2018,05,37.45188172043011
509,LZ_NORTH,2018,06,31.301611111111114
510,LZ_NORTH,2018,07,79.84618279569892
511,LZ_NORTH,2018,08,31.971586021505377
512,LZ_NORTH,2018,09,27.885847222222225
513,LZ_NORTH,2018,10,31.645416666666666
514,LZ_NORTH,2018,11,31.974124999999997
515,LZ_NORTH,2018,12,31.13194892473118
516,LZ_NORTH,2019,01,24.367836021505376
517,LZ_NORTH,2019,02,20.851145833333334
518,LZ_NORTH,2019,03,28.59403768506057
519,LZ_NORTH,2019,04,23.718430555555557
520,LZ_NORTH,2019,05,24.011451612903226
521,LZ_NORTH,2019,06,25.207916666666662
522,LZ_NORTH,2019,07,29.834946236559137
523,LZ_NORTH,2019,08,126.6009139784946
524,LZ_NORTH,2019,09,80.77415277777777
525,LZ_NORTH,2019,10,28.732943548387095
526,LZ_NORTH,2019,11,24.153611111111108
527,LZ_NORTH,2019,12,19.006801075268818
528,LZ_RAYBN,2016,01,19.447943548387098
529,LZ_RAYBN,2016,02,15.400431034482759
530,LZ_RAYBN,2016,03,17.117240915208612
531,LZ_RAYBN,2016,04,18.85536111111111
532,LZ_RAYBN,2016,05,18.320994623655913
533,LZ_RAYBN,2016,06,23.315944444444444
534,LZ_RAYBN,2016,07,27.4710752688172
535,LZ_RAYBN,2016,08,30.149758064516128
536,LZ_RAYBN,2016,09,26.47026388888889
537,LZ_RAYBN,2016,10,24.452513440860212
538,LZ_RAYBN,2016,11,18.875319444444443
539,LZ_RAYBN,2016,12,25.319556451612904
540,LZ_RAYBN,2017,01,23.39010752688172
541,LZ_RAYBN,2017,02,20.369151785714287
542,LZ_RAYBN,2017,03,21.907160161507402
543,LZ_RAYBN,2017,04,22.213430555555554
544,LZ_RAYBN,2017,05,24.00133064516129
545,LZ_RAYBN,2017,06,26.125041666666664
546,LZ_RAYBN,2017,07,30.760497311827955
547,LZ_RAYBN,2017,08,26.8248252688172
548,LZ_RAYBN,2017,09,23.535680555555558
549,LZ_RAYBN,2017,10,21.379932795698924
550,LZ_RAYBN,2017,11,21.829180555555553
551,LZ_RAYBN,2017,12,21.312607526881717
552,LZ_RAYBN,2018,01,39.37014784946236
553,LZ_RAYBN,2018,02,22.403169642857144
554,LZ_RAYBN,2018,03,23.8057065948856
555,LZ_RAYBN,2018,04,27.198875000000005
556,LZ_RAYBN,2018,05,40.95125
557,LZ_RAYBN,2018,06,31.94558333333333
558,LZ_RAYBN,2018,07,84.90190860215054
559,LZ_RAYBN,2018,08,32.51872311827957
560,LZ_RAYBN,2018,09,27.680888888888887
561,LZ_RAYBN,2018,10,30.624959677419355
562,LZ_RAYBN,2018,11,33.452444444444446
563,LZ_RAYBN,2018,12,31.55353494623656
564,LZ_RAYBN,2019,01,24.41149193548387
565,LZ_RAYBN,2019,02,21.066279761904763
566,LZ_RAYBN,2019,03,29.809798115746972
567,LZ_RAYBN,2019,04,24.998305555555554
568,LZ_RAYBN,2019,05,24.78815860215054
569,LZ_RAYBN,2019,06,25.45851388888889
570,LZ_RAYBN,2019,07,30.029717741935485
571,LZ_RAYBN,2019,08,126.89788978494623
572,LZ_RAYBN,2019,09,80.6986388888889
573,LZ_RAYBN,2019,10,28.55438172043011
574,LZ_RAYBN,2019,11,24.517569444444447
575,LZ_RAYBN,2019,12,19.085067204301076
576,LZ_SOUTH,2016,01,19.48172043010753
577,LZ_SOUTH,2016,02,15.935862068965516
