,SettelementPoint,Year,Hour,Volatility
554,HB_WEST,2019,02,0.7711193841581614
555,HB_WEST,2019,03,0.8667104712870676
556,HB_WEST,2019,04,0.6981692679100028
557,HB_WEST,2019,05,0.5957411105615464
558,HB_WEST,2019,06,0.7274598933546368
559,HB_WEST,2019,07,0.5690969469589195
560,HB_WEST,2019,08,0.4762978780902584
561,HB_WEST,2019,09,0.45400806702198965
562,HB_WEST,2019,10,0.4281483498714611
563,HB_WEST,2019,11,0.4326590694724414
564,HB_WEST,2019,12,0.515096161535989
565,HB_WEST,2019,13,0.7678369853091271
566,HB_WEST,2019,14,1.0193892887321352
567,HB_WEST,2019,15,1.1849900636071524
568,HB_WEST,2019,16,1.1921930241095322
569,HB_WEST,2019,17,0.863400540108972
570,HB_WEST,2019,18,0.5120044077693277
571,HB_WEST,2019,19,0.4158516188532747
572,HB_WEST,2019,20,0.42388497824562493
573,HB_WEST,2019,21,0.4471604962759425
574,HB_WEST,2019,22,0.5248478763873222
575,HB_WEST,2019,23,0.7092632713624558
576,HB_PAN,2016,00,
577,HB_PAN,2016,01,
578,HB_PAN,2016,02,
579,HB_PAN,2016,03,
580,HB_PAN,2016,04,
581,HB_PAN,2016,05,
582,HB_PAN,2016,06,
583,HB_PAN,2016,07,
584,HB_PAN,2016,08,
585,HB_PAN,2016,09,
586,HB_PAN,2016,10,
587,HB_PAN,2016,11,
588,HB_PAN,2016,12,
589,HB_PAN,2016,13,
590,HB_PAN,2016,14,
591,HB_PAN,2016,15,
592,HB_PAN,2016,16,
593,HB_PAN,2016,17,
594,HB_PAN,2016,18,
595,HB_PAN,2016,19,
596,HB_PAN,2016,20,
597,HB_PAN,2016,21,
598,HB_PAN,2016,22,
599,HB_PAN,2016,23,
600,HB_PAN,2017,00,
601,HB_PAN,2017,01,
602,HB_PAN,2017,02,
603,HB_PAN,2017,03,
604,HB_PAN,2017,04,
605,HB_PAN,2017,05,
606,HB_PAN,2017,06,
607,HB_PAN,2017,07,
608,HB_PAN,2017,08,
609,HB_PAN,2017,09,
610,HB_PAN,2017,10,
611,HB_PAN,2017,11,
612,HB_PAN,2017,12,
613,HB_PAN,2017,13,
614,HB_PAN,2017,14,
615,HB_PAN,2017,15,
616,HB_PAN,2017,16,
617,HB_PAN,2017,17,
618,HB_PAN,2017,18,
619,HB_PAN,2017,19,
620,HB_PAN,2017,20,
621,HB_PAN,2017,21,
622,HB_PAN,2017,22,
623,HB_PAN,2017,23,
624,HB_PAN,2018,00,
625,HB_PAN,2018,01,
626,HB_PAN,2018,02,
627,HB_PAN,2018,03,
628,HB_PAN,2018,04,
629,HB_PAN,2018,05,
630,HB_PAN,2018,06,
631,HB_PAN,2018,07,
632,HB_PAN,2018,08,
633,HB_PAN,2018,09,
634,HB_PAN,2018,10,
635,HB_PAN,2018,11,
636,HB_PAN,2018,12,
637,HB_PAN,2018,13,
638,HB_PAN,2018,14,
639,HB_PAN,2018,15,
640,HB_PAN,2018,16,
641,HB_PAN,2018,17,
642,HB_PAN,2018,18,
643,HB_PAN,2018,19,
644,HB_PAN,2018,20,
645,HB_PAN,2018,21,
646,HB_PAN,2018,22,
647,HB_PAN,2018,23,
648,HB_PAN,2019,00,1.0109840419102714
649,HB_PAN,2019,01,0.9461953328853033
650,HB_PAN,2019,02,0.71688369492385
651,HB_PAN,2019,03,0.9431880711370667
652,HB_PAN,2019,04,0.7167948378263687
653,HB_PAN,2019,05,0.8682444211559769
654,HB_PAN,2019,06,0.8894268689909686
655,HB_PAN,2019,07,0.7035710483623439
656,HB_PAN,2019,08,0.7092295524164854
657,HB_PAN,2019,09,0.7016867048885412
658,HB_PAN,2019,10,0.5305231953769644
659,HB_PAN,2019,11,0.6914922287244184
660,HB_PAN,2019,12,0.9280195552881684
661,HB_PAN,2019,13,1.0596918979117005
662,HB_PAN,2019,14,1.2023159370957104
663,HB_PAN,2019,15,1.4835827377908288
664,HB_PAN,2019,16,1.6015432358167858
665,HB_PAN,2019,17,1.0886456050916091
666,HB_PAN,2019,18,0.9967471724709404
667,HB_PAN,2019,19,0.726966280899191
668,HB_PAN,2019,20,0.9105209820848488
669,HB_PAN,2019,21,1.0735261290875815
670,HB_PAN,2019,22,0.6675651760345087
671,HB_PAN,2019,23,0.8157415870482502
